result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,43,50,SILVER_I,7,18,21883,250,225,GOLD_III,36,18,18945,90,109,SILVER_II,0,18,19085,128,95,PLATINUM_I,1,18,21488,160,145,PLATINUM_IV,1,18,18387,54,52,SILVER_I,51,18,24846,130,117,PLATINUM_III,47,18,24810,520,509,SILVER_II,14,18,21966,27,26,SILVER_II,60,17,17874,281,283,GOLD_IV,38,16,15610
1,24,26,SILVER_IV,48,10,6880,16,20,BRONZE_I,90,9,5195,84,95,BRONZE_III,27,11,7773,29,45,BRONZE_I,47,9,5793,19,27,BRONZE_II,29,8,4683,54,52,SILVER_I,51,11,7606,31,47,SILVER_IV,13,11,8468,32,40,SILVER_II,18,11,7333,7,13,BRONZE_I,10,9,5040,94,87,SILVER_I,31,9,5771
1,59,74,BRONZE_IV,91,18,20001,210,209,GOLD_III,17,18,20269,75,70,PLATINUM_IV,28,18,19969,29,35,PLATINUM_II,39,17,17540,29,35,PLATINUM_II,39,17,17296,54,52,SILVER_I,51,18,19435,76,87,GOLD_II,46,18,23361,59,52,BRONZE_III,38,17,16613,16,24,BRONZE_I,30,16,14921,59,55,GOLD_III,0,17,17034
1,245,225,SILVER_IV,76,15,14282,109,116,BRONZE_IV,0,13,10473,166,139,SILVER_II,49,14,11588,133,158,BRONZE_III,34,12,9132,290,272,GOLD_IV,0,11,7727,54,52,SILVER_I,51,16,15294,29,35,PLATINUM_II,39,11,8466,93,109,BRONZE_III,30,15,13645,14,13,SILVER_IV,61,15,13076,38,45,GOLD_IV,22,15,13028
1,97,115,SILVER_I,75,11,8398,46,53,GOLD_III,79,11,7965,53,39,PLATINUM_III,2,13,11335,42,46,GOLD_IV,75,12,8604,9,13,SILVER_I,54,10,6590,17,9,GOLD_I,33,14,12349,25,19,GOLD_IV,24,14,11516,25,19,GOLD_IV,24,14,12794,25,19,GOLD_IV,24,13,10684,15,13,SILVER_I,54,11,8216
0,83,67,GOLD_III,62,15,13751,32,56,SILVER_III,75,15,14275,205,205,GOLD_IV,46,16,15167,29,32,SILVER_I,39,13,10841,98,117,GOLD_IV,25,13,11146,83,77,SILVER_III,32,13,11244,27,23,GOLD_IV,20,12,9698,112,124,SILVER_I,17,13,11173,46,43,SILVER_III,0,12,8788,15,13,SILVER_I,54,13,10167
1,16,11,SILVER_I,39,15,14032,38,53,SILVER_II,82,15,13857,9,9,BRONZE_II,93,15,14047,32,34,SILVER_II,55,14,11884,38,47,SILVER_III,47,13,11270,74,79,SILVER_II,31,15,14635,31,37,SILVER_II,3,16,15346,26,21,GOLD_IV,17,17,16938,46,43,SILVER_III,0,14,12232,15,13,SILVER_I,54,16,14733
0,841,806,GOLD_III,45,18,25052,203,207,GOLD_IV,71,18,18399,177,168,SILVER_II,60,18,18888,204,210,GOLD_IV,0,17,16715,51,37,SILVER_II,17,17,16487,153,167,SILVER_II,0,18,24333,36,34,SILVER_I,29,17,17340,58,71,SILVER_III,45,16,15089,46,43,SILVER_III,0,15,13915,15,13,SILVER_I,54,18,19070
0,64,51,PLATINUM_IV,67,18,19437,107,88,PLATINUM_IV,0,18,18979,81,63,PLATINUM_III,34,18,20527,354,366,GOLD_II,13,16,15660,54,46,GOLD_I,0,14,12707,319,302,PLATINUM_III,0,17,16984,85,82,GOLD_III,0,16,15413,49,47,GOLD_I,15,17,16879,83,86,GOLD_II,77,13,11145,15,13,SILVER_I,54,16,15540
0,34,37,SILVER_I,82,14,12317,33,36,GOLD_IV,74,15,13346,28,22,GOLD_III,26,15,13547,15,13,SILVER_I,57,14,11785,83,97,GOLD_IV,87,12,9339,44,47,GOLD_IV,0,14,12135,93,98,SILVER_II,43,12,9813,15,8,GOLD_IV,86,13,11385,36,49,GOLD_IV,0,11,7961,15,13,SILVER_I,54,14,11830
1,15,21,GOLD_IV,0,17,16522,40,36,GOLD_IV,7,15,14059,97,103,GOLD_III,90,15,14664,24,23,GOLD_IV,44,14,12710,32,36,GOLD_IV,60,13,10939,15,18,GOLD_IV,1,17,18100,11,5,GOLD_IV,0,14,12500,67,64,SILVER_I,19,15,14234,26,25,GOLD_IV,84,15,13111,15,13,SILVER_I,54,17,17760
0,39,30,GOLD_IV,78,17,17372,50,52,GOLD_IV,32,16,15822,190,206,GOLD_IV,42,17,16687,61,56,GOLD_III,50,15,13338,10,11,SILVER_III,92,15,14056,28,22,GOLD_IV,1,16,16121,162,162,GOLD_III,75,14,11973,149,131,PLATINUM_IV,75,15,14000,46,51,GOLD_IV,1,13,10836,31,22,SILVER_I,100,14,12033
1,322,318,GOLD_II,41,15,13535,248,267,SILVER_I,39,13,10635,49,54,GOLD_IV,8,13,11407,247,218,GOLD_I,5,13,10687,155,151,GOLD_III,34,11,7536,374,362,PLATINUM_IV,5,14,12831,181,168,PLATINUM_IV,13,14,12691,99,77,GOLD_II,0,17,17339,764,783,GOLD_II,56,14,12855,31,22,SILVER_I,100,14,11496
1,531,513,GOLD_IV,40,16,16289,151,140,GOLD_III,16,16,14764,644,637,GOLD_II,0,16,14829,317,307,GOLD_I,0,16,14967,56,55,GOLD_III,28,15,13077,242,218,PLATINUM_III,43,18,20065,214,198,GOLD_III,0,17,17536,420,395,GOLD_II,67,17,18301,160,163,GOLD_IV,0,16,15804,31,22,SILVER_I,100,16,15870
0,43,41,GOLD_III,11,18,19004,157,144,GOLD_III,14,18,23730,111,103,GOLD_I,41,18,21126,221,200,GOLD_IV,75,18,21140,236,218,GOLD_II,46,18,20789,103,100,GOLD_II,9,18,21157,65,50,GOLD_IV,0,17,17467,66,69,SILVER_III,65,18,20462,25,24,GOLD_IV,0,18,20577,31,22,SILVER_I,100,16,14955
0,525,539,GOLD_IV,15,14,11598,292,288,GOLD_IV,0,11,8324,552,543,GOLD_I,29,11,7844,276,269,GOLD_II,14,10,6491,120,130,GOLD_IV,0,9,5774,113,90,GOLD_IV,14,13,10137,307,333,SILVER_IV,75,11,7664,628,645,GOLD_IV,0,12,9674,482,483,GOLD_IV,76,11,8083,31,22,SILVER_I,100,8,4671
1,45,50,SILVER_II,75,16,15771,176,169,GOLD_IV,0,15,14254,35,34,SILVER_I,100,15,14420,86,85,GOLD_III,0,15,13506,150,173,SILVER_II,60,14,11536,150,134,GOLD_I,2,17,18345,103,106,GOLD_IV,13,16,15957,323,302,PLATINUM_IV,0,16,16402,84,69,GOLD_II,62,17,17474,31,22,SILVER_I,100,15,13329
1,35,17,SILVER_I,82,14,11487,42,42,GOLD_IV,25,13,10898,45,50,SILVER_I,17,14,11580,77,91,SILVER_III,69,12,9756,20,20,SILVER_I,48,13,10622,109,115,GOLD_IV,23,15,14309,40,22,GOLD_IV,6,14,12291,248,187,PLATINUM_IV,0,15,13050,17,16,SILVER_I,100,13,11343,31,22,SILVER_I,100,13,10270
0,31,35,SILVER_II,92,15,13643,25,14,SILVER_I,0,15,13697,200,204,GOLD_IV,44,15,14694,121,123,GOLD_IV,27,14,12958,200,201,GOLD_IV,29,13,10949,48,47,GOLD_IV,37,16,15597,139,139,GOLD_IV,39,16,16173,66,91,GOLD_III,36,15,13380,49,42,GOLD_IV,99,15,13388,29,26,SILVER_II,13,15,13169
0,79,95,GOLD_IV,0,18,20531,25,14,SILVER_I,0,17,18027,103,109,GOLD_IV,71,18,21574,18,27,SILVER_III,39,17,18080,121,123,GOLD_IV,27,16,15458,420,413,GOLD_III,39,18,24040,128,106,PLATINUM_IV,0,18,21597,445,461,SILVER_III,54,18,24053,84,96,GOLD_III,12,18,18922,43,47,GOLD_IV,28,17,16606
1,194,182,GOLD_III,0,15,13190,25,14,SILVER_I,0,18,20684,56,60,GOLD_IV,17,15,13668,121,123,GOLD_IV,27,14,11787,19,17,SILVER_I,84,12,8878,98,97,SILVER_I,66,15,14676,38,46,GOLD_IV,0,15,14241,219,218,GOLD_IV,46,16,15631,50,69,GOLD_IV,29,15,13427,694,699,GOLD_IV,30,15,13267
1,79,61,GOLD_III,44,16,14864,25,14,SILVER_I,0,16,15932,220,222,GOLD_III,5,16,16194,121,123,GOLD_IV,27,15,13043,344,336,GOLD_IV,17,13,11340,68,71,GOLD_III,0,16,15887,77,64,GOLD_IV,35,13,10744,177,180,GOLD_III,75,14,12254,80,86,SILVER_II,41,12,9851,98,94,GOLD_III,42,12,9829
1,216,222,GOLD_IV,71,11,8336,25,14,SILVER_I,0,10,6126,65,58,GOLD_III,2,11,7408,121,123,GOLD_IV,27,9,6038,150,143,GOLD_IV,93,9,5696,141,142,GOLD_IV,0,9,5836,68,75,GOLD_IV,0,9,5517,95,89,GOLD_III,99,10,6613,83,104,SILVER_III,81,8,4147,45,44,SILVER_II,67,7,3266
0,133,133,GOLD_III,0,17,18120,25,14,SILVER_I,0,13,11203,203,201,GOLD_IV,0,15,13356,121,123,GOLD_IV,27,14,12868,553,520,GOLD_I,65,13,11044,66,71,GOLD_IV,15,16,15977,289,254,PLATINUM_IV,0,16,16081,161,159,GOLD_III,0,16,16344,255,259,GOLD_III,66,17,17487,218,216,SILVER_II,11,15,14344
1,196,204,GOLD_IV,57,13,11134,25,14,SILVER_I,0,13,10916,135,146,SILVER_II,0,13,11091,121,123,GOLD_IV,27,12,9651,142,162,GOLD_IV,0,11,8207,330,309,GOLD_IV,0,12,9947,208,229,SILVER_III,0,11,7859,75,37,GOLD_IV,0,12,9011,158,174,SILVER_I,40,12,9011,409,421,GOLD_IV,7,10,6776
0,58,62,SILVER_II,9,16,15520,99,101,SILVER_II,67,16,15844,552,546,GOLD_IV,13,16,15865,40,42,SILVER_I,29,15,14540,280,271,SILVER_II,98,14,11792,27,36,SILVER_III,75,15,13033,173,186,GOLD_IV,19,15,13931,360,353,GOLD_IV,42,14,12387,152,149,SILVER_I,8,15,13266,54,58,SILVER_III,40,15,13044
1,165,163,SILVER_I,14,14,11521,82,72,SILVER_II,7,14,12529,167,165,SILVER_II,82,15,13999,104,104,SILVER_II,61,13,11078,127,120,SILVER_II,35,13,11074,403,377,SILVER_I,13,17,17731,80,74,SILVER_I,10,17,17222,234,241,SILVER_II,89,15,14405,152,149,SILVER_I,8,16,16075,355,345,GOLD_IV,12,13,10939
1,240,237,SILVER_II,15,15,13833,66,82,SILVER_II,42,12,9353,28,35,SILVER_II,0,13,9996,162,178,GOLD_IV,13,12,9616,238,233,SILVER_I,3,13,10861,103,116,SILVER_I,46,16,16330,203,162,GOLD_IV,0,15,13447,42,42,SILVER_II,80,16,15440,152,149,SILVER_I,8,15,13941,202,181,GOLD_III,3,12,9335
1,196,199,SILVER_II,20,12,9938,437,439,GOLD_III,5,12,9278,538,546,SILVER_II,50,11,8008,16,45,SILVER_III,45,10,6394,552,513,SILVER_II,36,10,6607,374,383,GOLD_IV,26,14,11683,159,129,GOLD_IV,0,13,10621,289,278,SILVER_I,22,13,11065,152,149,SILVER_I,8,12,8957,67,67,SILVER_I,32,11,8038
1,159,165,SILVER_II,14,14,12934,14,19,SILVER_II,21,14,11662,43,55,SILVER_III,11,14,12008,275,256,SILVER_I,48,13,10561,338,338,SILVER_I,4,12,9813,167,152,SILVER_I,7,16,14712,46,43,SILVER_II,0,16,15095,345,345,SILVER_II,16,16,16418,152,149,SILVER_I,8,15,13902,152,160,SILVER_II,71,14,12433
0,288,300,GOLD_III,59,17,18319,64,63,SILVER_I,71,18,20331,17,16,BRONZE_I,100,16,15197,13,14,SILVER_I,1,16,15170,730,737,SILVER_IV,60,15,14600,49,63,SILVER_III,82,15,13611,238,242,GOLD_IV,16,16,14876,377,380,SILVER_III,75,15,14361,152,149,SILVER_I,8,17,16967,137,139,SILVER_I,33,15,13538
1,209,209,SILVER_II,55,15,13476,262,264,SILVER_II,7,14,11872,188,177,SILVER_II,0,14,12191,278,250,SILVER_II,60,14,12814,200,196,SILVER_II,42,12,9359,73,61,SILVER_II,98,17,17829,427,432,GOLD_IV,11,17,16793,245,241,SILVER_I,46,13,10959,152,149,SILVER_I,8,17,17968,150,157,SILVER_II,91,14,11618
0,178,182,GOLD_III,41,13,11043,132,122,GOLD_III,5,11,7427,52,44,GOLD_III,14,12,8628,138,107,GOLD_III,54,11,7337,118,109,GOLD_III,15,9,5533,132,92,GOLD_III,2,11,7830,190,163,GOLD_IV,71,11,7387,161,174,GOLD_IV,76,9,6048,184,181,GOLD_III,53,10,6137,35,27,SILVER_I,69,9,5446
1,176,162,GOLD_II,46,12,8722,525,474,GOLD_IV,81,9,5438,48,56,GOLD_IV,0,9,5980,33,31,SILVER_II,0,9,5499,41,49,GOLD_IV,5,9,5130,440,420,GOLD_IV,84,12,9200,153,105,GOLD_III,16,11,7349,80,76,GOLD_IV,80,14,11818,249,229,GOLD_IV,75,10,6794,35,27,SILVER_I,69,9,5849
1,98,98,GOLD_IV,57,14,12508,268,256,GOLD_IV,60,15,13933,32,71,GOLD_IV,0,14,12511,298,314,GOLD_IV,48,15,14192,176,177,GOLD_IV,47,15,13258,53,48,GOLD_IV,0,16,15148,102,122,GOLD_IV,0,17,17492,32,34,SILVER_I,36,17,16924,176,158,GOLD_III,18,17,17927,35,27,SILVER_I,69,16,15505
0,87,76,GOLD_IV,51,18,22380,48,59,GOLD_IV,38,18,19397,210,195,GOLD_III,53,18,21769,473,483,GOLD_IV,0,18,23592,352,308,GOLD_III,41,18,18500,24,23,SILVER_I,66,18,19688,144,143,GOLD_III,2,18,20571,156,150,GOLD_IV,0,18,18729,666,627,GOLD_IV,30,18,19192,35,27,SILVER_I,69,16,15872
1,6,6,GOLD_IV,29,18,22049,50,60,SILVER_II,8,17,17795,47,40,SILVER_III,53,17,17273,170,167,GOLD_IV,43,16,16078,166,166,GOLD_IV,0,12,9946,14,20,SILVER_III,75,18,18671,25,20,SILVER_I,2,18,19824,47,39,SILVER_I,21,18,22335,39,35,SILVER_I,77,17,17971,35,27,SILVER_I,69,16,14881
0,43,50,SILVER_I,35,14,12366,136,120,GOLD_IV,16,15,13920,527,508,GOLD_IV,89,15,13099,65,68,GOLD_IV,90,14,12411,392,393,GOLD_III,19,12,9867,71,56,GOLD_II,59,15,14670,69,61,GOLD_IV,71,13,10288,329,322,GOLD_IV,28,13,10246,122,98,GOLD_IV,0,11,8471,35,27,SILVER_I,69,11,7428
1,42,21,GOLD_IV,1,18,24493,120,105,SILVER_II,39,18,21985,22,17,SILVER_I,34,18,22317,43,43,SILVER_II,61,18,25222,33,34,SILVER_I,23,17,16521,2,10,SILVER_IV,75,18,19985,51,79,GOLD_IV,29,18,23475,24,22,SILVER_I,28,18,21726,24,28,SILVER_I,16,18,21306,35,27,SILVER_I,69,18,19157
0,216,220,GOLD_IV,10,17,16528,83,81,GOLD_IV,26,17,17455,318,306,GOLD_IV,13,17,18160,9,22,SILVER_II,71,17,16684,42,51,SILVER_I,10,15,13250,67,54,SILVER_II,46,18,18417,33,49,GOLD_III,57,16,15599,177,159,GOLD_III,14,18,18612,148,146,GOLD_III,14,16,16443,92,112,GOLD_IV,57,16,15091
0,403,376,GOLD_IV,79,12,8845,111,120,SILVER_I,0,12,8730,264,285,SILVER_II,56,15,13084,196,206,SILVER_II,21,12,9863,42,51,SILVER_I,10,14,11939,64,65,SILVER_III,46,15,14324,200,209,GOLD_IV,34,15,13705,131,137,GOLD_IV,0,15,14203,226,205,SILVER_I,17,14,11680,41,35,GOLD_II,28,14,12199
1,33,26,GOLD_IV,48,14,12153,345,302,GOLD_III,25,15,14607,270,270,GOLD_IV,34,16,14810,121,123,SILVER_II,45,15,13603,42,51,SILVER_I,10,13,10818,63,66,GOLD_IV,80,15,13535,41,50,SILVER_II,23,15,14303,105,117,GOLD_IV,0,14,12668,144,131,SILVER_II,75,13,10505,317,334,GOLD_IV,11,12,9033
0,201,223,GOLD_IV,9,18,20716,247,231,GOLD_IV,1,17,17933,20,27,SILVER_II,53,17,18130,363,389,GOLD_IV,0,17,17904,42,51,SILVER_I,10,15,13595,178,169,GOLD_IV,23,18,18469,64,65,GOLD_IV,32,18,18614,309,304,GOLD_III,56,18,21471,104,94,SILVER_I,33,17,17674,342,360,SILVER_I,0,15,13610
1,130,111,GOLD_IV,74,18,23707,125,111,GOLD_II,43,17,18100,126,117,GOLD_I,55,18,20371,41,44,GOLD_III,33,17,17370,42,51,SILVER_I,10,16,14902,305,311,GOLD_IV,16,18,18630,283,274,GOLD_III,0,15,14459,439,420,GOLD_III,30,16,15800,162,166,PLATINUM_IV,13,16,16073,118,116,GOLD_IV,7,15,13601
0,74,79,GOLD_III,25,13,10949,227,244,GOLD_IV,73,12,9729,174,156,PLATINUM_IV,0,12,8840,41,44,GOLD_III,33,12,8624,42,51,SILVER_I,10,10,6338,63,77,GOLD_IV,48,14,12063,53,43,GOLD_IV,76,14,11803,173,158,GOLD_II,5,13,11103,101,103,GOLD_III,23,12,9269,124,118,GOLD_IV,82,12,8907
1,206,209,GOLD_III,44,13,11208,317,298,PLATINUM_IV,0,13,10909,212,208,GOLD_IV,97,13,10706,41,44,GOLD_III,33,12,9230,42,51,SILVER_I,10,10,7029,27,23,GOLD_IV,0,12,8810,94,92,GOLD_IV,39,12,8692,116,82,GOLD_IV,0,11,8223,29,16,SILVER_I,100,11,7751,305,287,PLATINUM_IV,7,9,5180
1,182,169,GOLD_IV,46,10,7128,179,151,GOLD_IV,14,10,6486,118,122,GOLD_IV,32,10,6234,101,89,SILVER_I,68,11,7662,109,137,GOLD_IV,23,8,4608,73,63,SILVER_I,16,8,4101,39,57,SILVER_I,31,8,4712,135,153,GOLD_IV,0,9,5391,82,64,SILVER_I,26,7,3871,127,147,SILVER_II,62,7,3732
1,211,189,SILVER_II,69,17,18219,193,213,GOLD_IV,15,15,13476,52,51,SILVER_I,32,16,15874,101,89,SILVER_I,68,16,16083,34,40,SILVER_II,73,14,11781,104,99,SILVER_II,83,16,16299,180,169,SILVER_I,22,15,13727,142,136,SILVER_II,2,14,12862,217,228,GOLD_IV,8,16,14866,66,71,SILVER_II,47,13,11401
1,205,208,GOLD_IV,15,16,16386,31,39,SILVER_II,55,17,17398,86,87,SILVER_I,46,17,16573,101,89,SILVER_I,68,15,13780,265,283,GOLD_IV,80,15,14542,48,42,SILVER_II,64,14,12746,28,31,SILVER_II,54,17,17202,485,459,GOLD_IV,0,15,13335,189,203,GOLD_IV,0,15,13812,246,246,SILVER_I,100,14,12595
0,180,190,GOLD_IV,41,15,14225,66,74,SILVER_I,63,14,12448,220,237,GOLD_IV,0,15,13021,101,89,SILVER_I,68,13,11183,209,201,GOLD_IV,29,15,13800,53,42,SILVER_I,82,16,15514,54,49,GOLD_IV,1,16,16219,126,134,GOLD_IV,6,17,17974,282,279,GOLD_IV,54,14,12109,98,96,SILVER_I,43,14,11483
0,200,216,GOLD_IV,0,14,12162,209,217,GOLD_IV,84,13,10899,150,168,GOLD_IV,20,14,11536,101,89,SILVER_I,68,12,9597,59,64,SILVER_II,30,9,5552,239,246,SILVER_I,25,13,11150,182,180,GOLD_IV,44,14,13019,87,95,GOLD_IV,20,13,11165,218,221,GOLD_IV,0,14,12729,64,57,SILVER_I,29,13,10776
0,25,30,SILVER_I,32,15,13162,493,496,SILVER_II,30,13,10808,296,316,GOLD_IV,13,14,12208,101,89,SILVER_I,68,11,7353,452,463,SILVER_I,40,13,10135,216,206,GOLD_III,53,17,16892,44,30,SILVER_I,79,15,14008,190,206,GOLD_IV,42,15,13305,313,306,GOLD_IV,20,14,12779,307,301,GOLD_IV,13,13,11370
1,30,17,GOLD_IV,0,15,14382,182,179,GOLD_IV,12,14,12036,47,42,SILVER_II,78,14,12690,101,89,SILVER_I,68,12,9343,226,239,GOLD_IV,0,13,10800,180,188,GOLD_IV,0,13,10298,138,126,GOLD_IV,0,12,9285,374,388,GOLD_IV,55,13,10436,87,90,SILVER_II,57,12,9068,26,20,SILVER_II,93,11,7798
1,226,199,SILVER_III,63,13,10832,164,163,SILVER_I,39,11,8402,220,209,GOLD_IV,24,13,11415,335,317,GOLD_IV,49,12,8679,308,289,GOLD_IV,0,11,7750,93,86,SILVER_I,77,15,13293,55,45,GOLD_III,9,14,12711,411,436,GOLD_IV,0,15,13750,416,431,GOLD_IV,23,14,12980,43,38,SILVER_III,69,12,9244
1,54,66,GOLD_IV,16,16,15717,319,333,GOLD_IV,9,13,10399,192,180,SILVER_I,7,13,11081,102,103,GOLD_IV,11,11,8493,80,85,SILVER_II,58,11,7831,93,86,SILVER_I,77,16,14797,207,222,SILVER_II,0,15,14081,263,265,GOLD_IV,20,16,16044,158,149,GOLD_IV,77,14,12239,97,83,GOLD_IV,82,13,10175
1,80,68,GOLD_III,8,12,9593,91,87,SILVER_III,32,13,11294,263,277,GOLD_IV,65,13,10808,81,95,GOLD_IV,0,11,7976,256,240,GOLD_IV,0,10,7265,93,86,SILVER_I,77,13,10263,179,180,GOLD_IV,26,14,12781,279,257,SILVER_I,26,13,11154,87,108,GOLD_IV,31,15,14427,56,52,SILVER_I,59,13,10106
0,331,327,GOLD_IV,58,13,10595,451,453,GOLD_IV,69,13,10215,83,76,SILVER_I,8,14,11516,92,101,GOLD_III,24,12,9118,437,439,GOLD_III,5,11,7390,93,86,SILVER_I,77,11,8214,380,369,GOLD_II,10,12,9903,111,126,GOLD_IV,48,12,9636,72,88,SILVER_II,60,12,9079,60,76,SILVER_IV,94,11,8478
0,87,82,GOLD_IV,0,18,23526,56,43,GOLD_IV,47,17,17901,135,115,GOLD_II,5,18,18424,198,198,GOLD_IV,13,18,21315,125,124,GOLD_III,27,17,17073,93,86,SILVER_I,77,18,18403,101,104,SILVER_II,46,17,17939,323,314,GOLD_IV,75,16,15561,24,31,SILVER_II,22,18,18380,110,117,GOLD_IV,71,16,14700
1,93,75,SILVER_II,28,12,9299,200,218,GOLD_IV,25,12,8998,53,59,GOLD_IV,0,12,9787,154,148,SILVER_I,62,11,8201,247,272,GOLD_IV,91,11,7414,93,86,SILVER_I,77,15,13096,235,223,GOLD_IV,47,14,12672,143,129,GOLD_IV,12,14,12359,71,74,SILVER_III,57,14,11727,116,123,GOLD_IV,0,12,8844
